Associated Gene Name	Ensembl Gene ID
Vmn2r-ps68	ENSMUSG00000092259
Casp8	ENSMUSG00000026029
Sh3gl3	ENSMUSG00000030638
Glmn	ENSMUSG00000029276
Inpp5a	ENSMUSG00000025477
Vmn2r68	ENSMUSG00000096861
Nrbp1	ENSMUSG00000029148
Zfp768	ENSMUSG00000047371
Zbtb7a	ENSMUSG00000035011
Gm20414	ENSMUSG00000092562
Ighv1-27	ENSMUSG00000103395
Gm14784	ENSMUSG00000084269
Ighv1-28	ENSMUSG00000102315
Ddx58	ENSMUSG00000040296
Mageb1	ENSMUSG00000062162
4930419G24Rik	ENSMUSG00000087625
Ugt3a2	ENSMUSG00000049152
Sdhaf1	ENSMUSG00000074211
Cul5	ENSMUSG00000032030
2610306M01Rik	ENSMUSG00000100164
2810405F15Rik	ENSMUSG00000103562
Gbp11	ENSMUSG00000092021
G630016G05Rik	ENSMUSG00000086308
Gm4911	ENSMUSG00000081743
Phpt1	ENSMUSG00000036504
Pitx2	ENSMUSG00000028023
Gm37443	ENSMUSG00000102581
Gm37459	ENSMUSG00000104283
Zfp747	ENSMUSG00000054381
Wdr45	ENSMUSG00000039382
Gm43665	ENSMUSG00000104672
Gm42446	ENSMUSG00000106491
Gm27001	ENSMUSG00000097963
Gm42448	ENSMUSG00000104625
Gm20415	ENSMUSG00000092313
Gm43662	ENSMUSG00000105571
Pex5l	ENSMUSG00000027674
Gm26918	ENSMUSG00000097976
Ighv1-29	ENSMUSG00000102512
Vmn2r-ps69	ENSMUSG00000090773
Gm43663	ENSMUSG00000105578
BC067074	ENSMUSG00000021763
Igf2bp2	ENSMUSG00000033581
Slc44a4	ENSMUSG00000007034
Krt19	ENSMUSG00000020911
Vmn2r97	ENSMUSG00000091491
Fam134c	ENSMUSG00000017802
Vhl	ENSMUSG00000033933
Gm17065	ENSMUSG00000090882
Zfand1	ENSMUSG00000039795
Agmo	ENSMUSG00000050103
Gm17054	ENSMUSG00000091459
Gm9027	ENSMUSG00000092029
9930012K11Rik	ENSMUSG00000044551
Tmbim1	ENSMUSG00000006301
Vmn2r43	ENSMUSG00000053720
Sars	ENSMUSG00000068739
Gm29707	ENSMUSG00000106492
Tas1r2	ENSMUSG00000028738
Stk32b	ENSMUSG00000029123
Gm6489	ENSMUSG00000094215
Gm17978	ENSMUSG00000105088
Gm42933	ENSMUSG00000106189
9230112E08Rik	ENSMUSG00000070461
Gm7150	ENSMUSG00000080743
Gm10307	ENSMUSG00000101093
Gm37760	ENSMUSG00000102719
Gm18036	ENSMUSG00000104251
Mrps17	ENSMUSG00000034211
Aldh4a1	ENSMUSG00000028737
Gm37191	ENSMUSG00000102186
Gm42932	ENSMUSG00000106295
Zfp574	ENSMUSG00000045252
Nceh1	ENSMUSG00000027698
Gm17192	ENSMUSG00000090448
Ubqln2	ENSMUSG00000050148
Kbtbd2	ENSMUSG00000059486
Lefty2	ENSMUSG00000066652
Arl15	ENSMUSG00000042348
Ranbp6	ENSMUSG00000074909
Ace	ENSMUSG00000020681
Gm21969	ENSMUSG00000094439
Slfn3	ENSMUSG00000018986
Rbpj	ENSMUSG00000039191
Gm13717	ENSMUSG00000081564
Gm13260	ENSMUSG00000082727
Vmn2r69	ENSMUSG00000091006
Iffo2	ENSMUSG00000041025
Vmn2r-ps118	ENSMUSG00000093607
Pycr2	ENSMUSG00000026520
Gm16124	ENSMUSG00000086914
Smo	ENSMUSG00000001761
Gm3654	ENSMUSG00000092624
Gm20686	ENSMUSG00000093697
Vmn2r-ps45	ENSMUSG00000092452
Olfm5	ENSMUSG00000044265
Zfhx3	ENSMUSG00000038872
Gm27204	ENSMUSG00000098294
Gm26519	ENSMUSG00000097237
Vmn2r98	ENSMUSG00000096717
Pth2r	ENSMUSG00000025946
Gm42749	ENSMUSG00000106438
Sgsm3	ENSMUSG00000042303
Gm37382	ENSMUSG00000102831
Gm27006	ENSMUSG00000098101
Ighv1-6	ENSMUSG00000103915
Gm27195	ENSMUSG00000098515
Gm7696	ENSMUSG00000092447
Gm38056	ENSMUSG00000102145
Gm7115	ENSMUSG00000104082
Tubd1	ENSMUSG00000020513
Dnajc11	ENSMUSG00000039768
Plcl1	ENSMUSG00000038349
Vmn2r-ps119	ENSMUSG00000093533
Gm38318	ENSMUSG00000102989
Ighv1-30	ENSMUSG00000102281
Gm15606	ENSMUSG00000087531
Gm38042	ENSMUSG00000104292
Opcml	ENSMUSG00000062257
Anks1	ENSMUSG00000024219
Klk13	ENSMUSG00000054046
9130019O22Rik	ENSMUSG00000030823
Dtd2	ENSMUSG00000020956
Gm9332	ENSMUSG00000105221
Lrfn3	ENSMUSG00000036957
A930018P22Rik	ENSMUSG00000032671
Gm15612	ENSMUSG00000085828
Gm6644	ENSMUSG00000100309
Gm13922	ENSMUSG00000082091
Podxl2	ENSMUSG00000033152
Lefty1	ENSMUSG00000038793
Gm37881	ENSMUSG00000104101
Pnkd	ENSMUSG00000026179
Ccdc67	ENSMUSG00000039977
Pla2g3	ENSMUSG00000034579
Il2ra	ENSMUSG00000026770
AI662270	ENSMUSG00000087107
Bpifc	ENSMUSG00000050108
Ap3b2	ENSMUSG00000062444
Klk10	ENSMUSG00000030693
Ighv1-31	ENSMUSG00000096649
Vmn1r-ps86	ENSMUSG00000092514
Etd	ENSMUSG00000060967
Gm20738	ENSMUSG00000094575
Asb3	ENSMUSG00000020305
Krtap9-5	ENSMUSG00000078255
Hoxa11	ENSMUSG00000038210
Gpr33	ENSMUSG00000035148
Gm2878	ENSMUSG00000091016
Vmn1r184	ENSMUSG00000046130
Pef1	ENSMUSG00000028779
Ighv1-7	ENSMUSG00000095200
Gm3486	ENSMUSG00000090505
Hmgcl	ENSMUSG00000028672
Gm11427	ENSMUSG00000083161
Hoxa11os	ENSMUSG00000086427
Gm28545	ENSMUSG00000100952
Fhod1	ENSMUSG00000014778
Gm11561	ENSMUSG00000082798
Slfn14	ENSMUSG00000082101
Med27	ENSMUSG00000026799
Klk11	ENSMUSG00000067616
Ighv10-4	ENSMUSG00000104152
Dmxl1	ENSMUSG00000037416
1700061I17Rik	ENSMUSG00000028009
Zc3hc1	ENSMUSG00000039130
Gm11553	ENSMUSG00000081547
Olfr647-ps1	ENSMUSG00000083513
Chrna4	ENSMUSG00000027577
Ighv1-8	ENSMUSG00000103667
Cxx1c	ENSMUSG00000051851
Olfr648	ENSMUSG00000042909
4930403P22Rik	ENSMUSG00000102762
Krtap29-1	ENSMUSG00000078254
Ube2i	ENSMUSG00000015120
Gm18430	ENSMUSG00000106343
Zfp532	ENSMUSG00000042439
Gm14597	ENSMUSG00000079593
Gm7719	ENSMUSG00000098229
Inpp5j	ENSMUSG00000034570
Fnbp1	ENSMUSG00000075415
Olfr1172-ps1	ENSMUSG00000082237
Ighv15-2	ENSMUSG00000076688
Olfr459	ENSMUSG00000045479
Ptprd	ENSMUSG00000028399
Tmem5	ENSMUSG00000034620
Vmn2r44	ENSMUSG00000094098
Gm38172	ENSMUSG00000102199
Nubpl	ENSMUSG00000035142
BC051077	ENSMUSG00000097163
4930471C04Rik	ENSMUSG00000091686
Vmn2r-ps120	ENSMUSG00000093776
Gm7745	ENSMUSG00000098029
Pip	ENSMUSG00000058499
Vmn2r-ps46	ENSMUSG00000092441
Olfr1173	ENSMUSG00000075132
Cyp2a4	ENSMUSG00000074254
A230060F14Rik	ENSMUSG00000097692
Gm15598	ENSMUSG00000086149
Vmn2r99	ENSMUSG00000090304
Gm15597	ENSMUSG00000085846
Gpr75	ENSMUSG00000043999
Tmem208	ENSMUSG00000014856
Fbxo7	ENSMUSG00000001786
Gm11651	ENSMUSG00000085297
4930483J18Rik	ENSMUSG00000047938
Actr5	ENSMUSG00000037761
Vmn1r168	ENSMUSG00000074291
Chac2	ENSMUSG00000020309
Pip5k1a	ENSMUSG00000028126
1700015O11Rik	ENSMUSG00000097671
Gm19708	ENSMUSG00000105296
Gm4735	ENSMUSG00000064193
Vmn2r45	ENSMUSG00000090662
Gm16315	ENSMUSG00000090230
Mkl1	ENSMUSG00000042292
Olfr649	ENSMUSG00000044899
Txnl4b	ENSMUSG00000031723
Pip5k1c	ENSMUSG00000034902
Vsig10	ENSMUSG00000066894
Gm12102	ENSMUSG00000082213
Sfswap	ENSMUSG00000029439
Gm12104	ENSMUSG00000084146
1110002E22Rik	ENSMUSG00000090066
Zdhhc3	ENSMUSG00000025786
Erlec1	ENSMUSG00000020311
Gm13402	ENSMUSG00000086994
AA465934	ENSMUSG00000093483
Gm13401	ENSMUSG00000082413
A730062M13Rik	ENSMUSG00000102971
Lrp12	ENSMUSG00000022305
Gm13700	ENSMUSG00000084107
Gm5105	ENSMUSG00000049349
Gm27203	ENSMUSG00000098471
Agpat5	ENSMUSG00000031467
Tlr2	ENSMUSG00000027995
Gm37234	ENSMUSG00000102330
Gm15621	ENSMUSG00000082402
Prtg	ENSMUSG00000036030
Rilpl2	ENSMUSG00000029401
Klk14	ENSMUSG00000044737
Gm19445	ENSMUSG00000102498
Cyp2c29	ENSMUSG00000003053
Gm37643	ENSMUSG00000103194
Lrrc40	ENSMUSG00000063052
Rps27a-ps2	ENSMUSG00000058838
Gm2087	ENSMUSG00000099718
Gm14529	ENSMUSG00000087415
Ighv1-32	ENSMUSG00000102656
Gm37307	ENSMUSG00000103044
Gm9632	ENSMUSG00000106314
Gm10399	ENSMUSG00000072688
Gm13348	ENSMUSG00000086621
Hcrtr1	ENSMUSG00000028778
Gm19243	ENSMUSG00000105914
Gm15727	ENSMUSG00000081274
Inip	ENSMUSG00000038544
Lca5	ENSMUSG00000032258
Klk9	ENSMUSG00000047884
Gm42891	ENSMUSG00000106342
Krt9	ENSMUSG00000051617
Gm43345	ENSMUSG00000105806
Papss1	ENSMUSG00000028032
Adck5	ENSMUSG00000022550
Tmem63a	ENSMUSG00000026519
Vmn2r-ps121	ENSMUSG00000093627
Vmn2r-ps47	ENSMUSG00000092614
Sesn2	ENSMUSG00000028893
Slc9a1	ENSMUSG00000028854
Nutm1	ENSMUSG00000041358
Klk8	ENSMUSG00000064023
Plppr4	ENSMUSG00000044667
Ppp1r16b	ENSMUSG00000037754
Tyrobp	ENSMUSG00000030579
Gm6222	ENSMUSG00000083019
Gm13052	ENSMUSG00000085816
Slc16a2	ENSMUSG00000033965
Gm9081	ENSMUSG00000098138
Ighv1-33	ENSMUSG00000102942
Trav23	ENSMUSG00000106289
Gm7553	ENSMUSG00000101784
E430018J23Rik	ENSMUSG00000078580
Cyp2c53-ps	ENSMUSG00000093610
Gcn1l1	ENSMUSG00000041638
2310002F09Rik	ENSMUSG00000097178
Gm12981	ENSMUSG00000086997
Gm14893	ENSMUSG00000083605
Slc19a3	ENSMUSG00000038496
Gm37956	ENSMUSG00000104064
Fam174b	ENSMUSG00000078670
Cd47	ENSMUSG00000055447
Gm37451	ENSMUSG00000103982
Gm14466	ENSMUSG00000083950
Klk12	ENSMUSG00000044430
Gm37004	ENSMUSG00000102286
Gm14469	ENSMUSG00000080984
Tgm4	ENSMUSG00000025787
Gm18359	ENSMUSG00000092256
Sep15	ENSMUSG00000037072
Mtch1	ENSMUSG00000024012
A830073O21Rik	ENSMUSG00000091890
Vmn2r-ps70	ENSMUSG00000092431
Ang-ps1	ENSMUSG00000090180
Gm7539	ENSMUSG00000100432
Gm18360	ENSMUSG00000092467
Trdv3	ENSMUSG00000105823
Gm20646	ENSMUSG00000093436
Gm28885	ENSMUSG00000100408
Gm37931	ENSMUSG00000103403
Gm37503	ENSMUSG00000103013
Pou3f3	ENSMUSG00000045515
Gm42881	ENSMUSG00000105973
Gm29358	ENSMUSG00000099931
Gm13755	ENSMUSG00000084297
Gm42979	ENSMUSG00000104814
Wwc1	ENSMUSG00000018849
5730416F02Rik	ENSMUSG00000081793
Gtf2a2	ENSMUSG00000033543
Edn2	ENSMUSG00000028635
Nanog-ps2	ENSMUSG00000100476
Pantr2	ENSMUSG00000097063
Tubg1	ENSMUSG00000035198
Gm16545	ENSMUSG00000090259
Olfr1174-ps	ENSMUSG00000080713
Krtap16-1	ENSMUSG00000078253
Gm12708	ENSMUSG00000084918
Cyp4a31	ENSMUSG00000028712
Sval2	ENSMUSG00000014104
Gm13337	ENSMUSG00000081467
9530018H14Rik	ENSMUSG00000102373
Gm21856	ENSMUSG00000100991
Mapkap1	ENSMUSG00000038696
Ighv1-9	ENSMUSG00000094694
Olfr1175-ps	ENSMUSG00000083855
B230334C09Rik	ENSMUSG00000104597
Urad	ENSMUSG00000075543
Gm11558	ENSMUSG00000082591
Gm29064	ENSMUSG00000100129
Eed	ENSMUSG00000030619
Gm28927	ENSMUSG00000100503
Vmn2r70	ENSMUSG00000090806
Krtap17-1	ENSMUSG00000078252
Lrfn5	ENSMUSG00000035653
Gm28926	ENSMUSG00000100504
Hcst	ENSMUSG00000064109
Gm28925	ENSMUSG00000099383
Ighv1-10	ENSMUSG00000102502
Krtap28-10	ENSMUSG00000100190
Gm28923	ENSMUSG00000100340
A030005K14Rik	ENSMUSG00000104423
Gm13930	ENSMUSG00000084134
Gm6490	ENSMUSG00000079266
Wbscr22	ENSMUSG00000005378
Krtap28-13	ENSMUSG00000101315
Mkrn1	ENSMUSG00000029922
Gm29518	ENSMUSG00000099691
Ighv1-11	ENSMUSG00000102888
Gm28802	ENSMUSG00000099719
Cdca3	ENSMUSG00000023505
Il33	ENSMUSG00000024810
Gm10277	ENSMUSG00000069804
Rit2	ENSMUSG00000057455
Rps4l	ENSMUSG00000063171
Prkaa2	ENSMUSG00000028518
Pygo1	ENSMUSG00000034910
Mroh4	ENSMUSG00000022603
Lrrc8b	ENSMUSG00000070639
9130227L01Rik	ENSMUSG00000099950
Il5	ENSMUSG00000036117
Gm15763	ENSMUSG00000082199
Olfr1301	ENSMUSG00000057149
Gm36986	ENSMUSG00000102491
Trdd2	ENSMUSG00000096176
Rpl9-ps8	ENSMUSG00000105045
Trdd1	ENSMUSG00000096749
Gm17097	ENSMUSG00000090955
Arhgef11	ENSMUSG00000041977
Gm42877	ENSMUSG00000104658
Tmtc1	ENSMUSG00000030306
Trdj1	ENSMUSG00000076870
Gm12214	ENSMUSG00000086595
Arhgap28	ENSMUSG00000024043
Vmn1r169	ENSMUSG00000094602
Trdv4	ENSMUSG00000076867
Gm28922	ENSMUSG00000100439
Hoxa13	ENSMUSG00000038203
Vmn1r170	ENSMUSG00000094187
Gm28547	ENSMUSG00000099730
Fam83d	ENSMUSG00000027654
Gm17061	ENSMUSG00000090519
Gm28728	ENSMUSG00000099819
Gm28546	ENSMUSG00000101873
Tubg2	ENSMUSG00000045007
Gm5255	ENSMUSG00000082565
Irx4	ENSMUSG00000021604
Pcf11	ENSMUSG00000041328
Gm37624	ENSMUSG00000103678
Gm12543	ENSMUSG00000080772
Cacna1f	ENSMUSG00000031142
Gm12542	ENSMUSG00000073843
2210411M09Rik	ENSMUSG00000085563
Snx30	ENSMUSG00000028385
Gm13406	ENSMUSG00000083233
Nop10	ENSMUSG00000027133
A630033H20Rik	ENSMUSG00000054293
Gm13407	ENSMUSG00000083503
Olfr1176	ENSMUSG00000050023
Ept1	ENSMUSG00000075703
Col3a1	ENSMUSG00000026043
Gm13408	ENSMUSG00000081992
Ice2	ENSMUSG00000032235
Gm11728	ENSMUSG00000086902
Ighv1-34	ENSMUSG00000093955
Ephx3	ENSMUSG00000037577
Gm11731	ENSMUSG00000085104
Vmn2r71	ENSMUSG00000091205
Gm7970	ENSMUSG00000093833
Slc18a3	ENSMUSG00000100241
Gm26529	ENSMUSG00000097585
Gm10244	ENSMUSG00000068601
Snhg6	ENSMUSG00000098234
Cntrobos	ENSMUSG00000087003
Gm37793	ENSMUSG00000102328
Gm2622	ENSMUSG00000105113
Krt14	ENSMUSG00000045545
Gm30858	ENSMUSG00000103487
Snhg20	ENSMUSG00000086859
Olfr650-ps1	ENSMUSG00000081859
Gm21924	ENSMUSG00000100203
Ephx1	ENSMUSG00000038776
Gm8177	ENSMUSG00000097366
Vmn2r-ps72	ENSMUSG00000092533
Ccl20	ENSMUSG00000026166
Gm21791	ENSMUSG00000103639
Gm14592	ENSMUSG00000083738
Gm21735	ENSMUSG00000099460
Baiap2l2	ENSMUSG00000018126
Gm43139	ENSMUSG00000106284
Gm12678	ENSMUSG00000084854
Foxo6	ENSMUSG00000052135
Gm21427	ENSMUSG00000104085
1700049E17Rik2	ENSMUSG00000072613
Gm15645	ENSMUSG00000086414
Gm14600	ENSMUSG00000084076
Tra2a	ENSMUSG00000029817
Smt3h2-ps2	ENSMUSG00000074184
Dhx35	ENSMUSG00000027655
Gm43424	ENSMUSG00000106286
Ptcd3	ENSMUSG00000063884
Gm17159	ENSMUSG00000091470
Ighv1-35	ENSMUSG00000103554
9130208D14Rik	ENSMUSG00000086513
Birc2	ENSMUSG00000057367
Gm16288	ENSMUSG00000085099
Nfkbid	ENSMUSG00000036931
Gm28771	ENSMUSG00000099807
Mrpl17	ENSMUSG00000030879
Gm12493	ENSMUSG00000086000
6430511E19Rik	ENSMUSG00000102555
Gm12679	ENSMUSG00000086205
Vmn1r171	ENSMUSG00000062483
Gm3072	ENSMUSG00000091657
Gm26944	ENSMUSG00000098066
Itih4	ENSMUSG00000021922
Gm18660	ENSMUSG00000104534
Gm10778	ENSMUSG00000096856
Gm14834	ENSMUSG00000082630
Cxx1a	ENSMUSG00000067925
Vmn1r172	ENSMUSG00000035523
Vmn2r-ps73	ENSMUSG00000092567
Best1	ENSMUSG00000037418
Prdm2	ENSMUSG00000057637
Dchs1	ENSMUSG00000036862
Foxo6os	ENSMUSG00000084929
Gm14465	ENSMUSG00000083691
Flt3	ENSMUSG00000042817
Mcmdc2	ENSMUSG00000046101
Lig3	ENSMUSG00000020697
Gm4862	ENSMUSG00000090801
Gm38219	ENSMUSG00000103550
Vmn1r173	ENSMUSG00000074289
Vmn2r-ps74	ENSMUSG00000092352
Asb11	ENSMUSG00000031382
Slit3	ENSMUSG00000056427
Nlrp9c	ENSMUSG00000040614
Rel	ENSMUSG00000020275
Trim6	ENSMUSG00000072244
Psg17	ENSMUSG00000004540
Gm13038	ENSMUSG00000081838
Gm13039	ENSMUSG00000083826
Gm8824	ENSMUSG00000098028
Gm12213	ENSMUSG00000083986
Gm36961	ENSMUSG00000103930
Dysf	ENSMUSG00000033788
Zfp764	ENSMUSG00000045757
Gm37431	ENSMUSG00000103516
Utp14a	ENSMUSG00000063785
Wdr83	ENSMUSG00000005150
1700003I22Rik	ENSMUSG00000100372
Zfp771	ENSMUSG00000054716
Gm37086	ENSMUSG00000102858
Fbxo6	ENSMUSG00000055401
Pear1	ENSMUSG00000028073
Gm28900	ENSMUSG00000100944
Vmn1r174	ENSMUSG00000090411
Neu1	ENSMUSG00000007038
Gm7763	ENSMUSG00000098200
Gm7598	ENSMUSG00000087390
Dlgap3	ENSMUSG00000042388
Gm37667	ENSMUSG00000103541
Vmn1r-ps85	ENSMUSG00000092629
1700031P21Rik	ENSMUSG00000100315
9130409I23Rik	ENSMUSG00000038768
Uhrf1	ENSMUSG00000001228
Gm43573	ENSMUSG00000104786
Olfr1177-ps	ENSMUSG00000075128
Gm12123	ENSMUSG00000082309
Cxx1b	ENSMUSG00000067924
Vmn1r175	ENSMUSG00000095632
Gm12122	ENSMUSG00000086311
Ppp4r1	ENSMUSG00000061950
Dnajc30	ENSMUSG00000061118
Gm17967	ENSMUSG00000104390
Gm26774	ENSMUSG00000097356
Gm43548	ENSMUSG00000105627
Krt33a	ENSMUSG00000035592
Gm37406	ENSMUSG00000103328
Gm26597	ENSMUSG00000097228
Sdhaf3	ENSMUSG00000042505
Atpif1	ENSMUSG00000054428
Ndufs6	ENSMUSG00000021606
Gnb1l	ENSMUSG00000000884
Gm6606	ENSMUSG00000102219
Hprt	ENSMUSG00000025630
Gm765	ENSMUSG00000090667
Slc46a2	ENSMUSG00000028386
Adgrl2	ENSMUSG00000028184
Gnb3	ENSMUSG00000023439
Gm12125	ENSMUSG00000081571
Gm12999	ENSMUSG00000087352
4933416I08Rik	ENSMUSG00000071763
Gm43549	ENSMUSG00000106334
Gm28240	ENSMUSG00000101332
Mgat4a	ENSMUSG00000026110
Gucy2f	ENSMUSG00000042282
Gm28552	ENSMUSG00000099816
Olfr1302	ENSMUSG00000044560
Gm28477	ENSMUSG00000100027
Dhps	ENSMUSG00000060038
Fgfr3-ps	ENSMUSG00000103178
Atad5	ENSMUSG00000017550
Aak1	ENSMUSG00000057230
Nvl	ENSMUSG00000026516
Ighv1-12	ENSMUSG00000095416
Gm11730	ENSMUSG00000087057
Cyp2s1	ENSMUSG00000040703
Gm8805	ENSMUSG00000082774
Ormdl1	ENSMUSG00000026097
Sh3bgrl2	ENSMUSG00000032261
Olfr1303	ENSMUSG00000093804
Pdlim7	ENSMUSG00000021493
Gm43805	ENSMUSG00000105971
Gpr17	ENSMUSG00000052229
Gm28551	ENSMUSG00000099913
Gm42899	ENSMUSG00000104687
Gm42901	ENSMUSG00000104850
Dctpp1	ENSMUSG00000042462
Gm43803	ENSMUSG00000104968
Gm18800	ENSMUSG00000101838
Tm4sf1	ENSMUSG00000027800
Lhfp	ENSMUSG00000048332
Gm27190	ENSMUSG00000098421
Rab39	ENSMUSG00000055069
Gm8669	ENSMUSG00000099178
Osgepl1	ENSMUSG00000026096
Wdr83os	ENSMUSG00000059355
Gm28887	ENSMUSG00000102116
Rps6-ps3	ENSMUSG00000082465
Ighv1-13	ENSMUSG00000102587
Fmo4	ENSMUSG00000026692
Gm29444	ENSMUSG00000101649
Gm26707	ENSMUSG00000097017
Thap3	ENSMUSG00000039759
Gm42898	ENSMUSG00000104828
Dalir	ENSMUSG00000099784
C130075A20Rik	ENSMUSG00000104735
Hsp90ab1	ENSMUSG00000023944
Gm43804	ENSMUSG00000104615
Gm43697	ENSMUSG00000106078
Trdv5	ENSMUSG00000076873
Gm26972	ENSMUSG00000097980
Gm16314	ENSMUSG00000086965
D930015E06Rik	ENSMUSG00000033767
Ear2	ENSMUSG00000072596
Crygf	ENSMUSG00000025945
Trdj2	ENSMUSG00000076871
Gm43434	ENSMUSG00000106112
Gm8513	ENSMUSG00000098136
Trdc	ENSMUSG00000104876
Gm11745	ENSMUSG00000084052
Sephs2	ENSMUSG00000049091
Bhlha9	ENSMUSG00000044243
Gm3327	ENSMUSG00000090594
Olfr448	ENSMUSG00000043119
Gm2109	ENSMUSG00000100155
Sec14l1	ENSMUSG00000020823
Olfr447	ENSMUSG00000045708
Tle3	ENSMUSG00000032280
Acaca	ENSMUSG00000020532
Gm10619	ENSMUSG00000074067
Krt33b	ENSMUSG00000057723
Cfp	ENSMUSG00000001128
Cnih4	ENSMUSG00000062169
Fgd2	ENSMUSG00000024013
Olfr446	ENSMUSG00000073111
Hmgn5	ENSMUSG00000031245
Gldn	ENSMUSG00000046167
Gm19272	ENSMUSG00000098501
AW822252	ENSMUSG00000085998
1700013M08Rik	ENSMUSG00000106586
4930594C11Rik	ENSMUSG00000087233
Olfr268-ps1	ENSMUSG00000083059
Gm28778	ENSMUSG00000100679
Gm28991	ENSMUSG00000101079
Adi1	ENSMUSG00000020629
Cyp4b1-ps2	ENSMUSG00000083457
Arhgap24	ENSMUSG00000057315
Asnsd1	ENSMUSG00000026095
4930594C11Rik	ENSMUSG00000103948
Ighv1-14	ENSMUSG00000104422
Plce1	ENSMUSG00000024998
Gm12916	ENSMUSG00000086087
1700021L23Rik	ENSMUSG00000086955
Gm17511	ENSMUSG00000090460
Gm8207	ENSMUSG00000091048
Fmo1	ENSMUSG00000040181
Uvrag	ENSMUSG00000035354
Gldnos	ENSMUSG00000074343
Kansl3	ENSMUSG00000010453
Gm29445	ENSMUSG00000101802
Gm8809	ENSMUSG00000081623
Gm15659	ENSMUSG00000083242
Ces1e	ENSMUSG00000061959
Gm8812	ENSMUSG00000083289
St8sia3	ENSMUSG00000056812
Mill2	ENSMUSG00000040987
Cep250	ENSMUSG00000038241
Gm9999	ENSMUSG00000056509
Hs3st5	ENSMUSG00000044499
Keap1	ENSMUSG00000003308
Ptprr	ENSMUSG00000020151
St8sia3os	ENSMUSG00000086128
4930503E14Rik	ENSMUSG00000072595
Trmt1	ENSMUSG00000001909
Gm28457	ENSMUSG00000099790
Palld	ENSMUSG00000058056
Olfr1305	ENSMUSG00000074955
1700060O08Rik	ENSMUSG00000099407
Gm16345	ENSMUSG00000085300
Gm8212	ENSMUSG00000094543
Gm16344	ENSMUSG00000084824
Myo7b	ENSMUSG00000024388
4933435F18Rik	ENSMUSG00000086978
Dpp7	ENSMUSG00000026958
Ighv1-15	ENSMUSG00000103254
Gm16754	ENSMUSG00000097439
Ktn1	ENSMUSG00000021843
Kcnj12	ENSMUSG00000042529
Rasal3	ENSMUSG00000052142
4930455G09Rik	ENSMUSG00000085761
Slc5a2	ENSMUSG00000030781
Olfr1306	ENSMUSG00000096566
Olfr444	ENSMUSG00000073110
Vps39	ENSMUSG00000027291
Ighv1-36	ENSMUSG00000094051
Usp46	ENSMUSG00000054814
Krt34	ENSMUSG00000043485
P2ry6	ENSMUSG00000048779
Gm15166	ENSMUSG00000080799
Usp53	ENSMUSG00000039701
Gm11597	ENSMUSG00000084257
Gm19680	ENSMUSG00000070960
Ighv1-37	ENSMUSG00000095923
Myo3a	ENSMUSG00000025716
Cypt3	ENSMUSG00000048573
Birc3	ENSMUSG00000032000
Gm14219	ENSMUSG00000083913
Ighv1-38	ENSMUSG00000103873
Olfr443-ps1	ENSMUSG00000091386
Ighv1-16	ENSMUSG00000095554
Gm11445	ENSMUSG00000083451
Uri1	ENSMUSG00000030421
Gm11598	ENSMUSG00000082456
Gm11446	ENSMUSG00000081215
Gm11437	ENSMUSG00000051452
Gm7910	ENSMUSG00000082159
4933416E03Rik	ENSMUSG00000085198
Gm42652	ENSMUSG00000106613
Zfp688	ENSMUSG00000045251
Gm42653	ENSMUSG00000106549
Rpl9-ps7	ENSMUSG00000047965
Gm37391	ENSMUSG00000103122
Gm14223	ENSMUSG00000086558
Gm37875	ENSMUSG00000102576
Gm14220	ENSMUSG00000083329
Sp5	ENSMUSG00000075304
9130015L21Rik	ENSMUSG00000086653
Hottip	ENSMUSG00000055408
Gm8534	ENSMUSG00000083488
Gm826	ENSMUSG00000074623
Hsfy2	ENSMUSG00000045336
Vmn1r176	ENSMUSG00000096859
Ighv1-39	ENSMUSG00000095130
Gm7212	ENSMUSG00000081180
Gm15183	ENSMUSG00000082059
Usp46os2	ENSMUSG00000086234
Gm5809	ENSMUSG00000043870
Ighv1-40	ENSMUSG00000102991
Vmn1r177	ENSMUSG00000057513
Usp46os1	ENSMUSG00000087250
Mafb	ENSMUSG00000074622
Prrxl1	ENSMUSG00000041730
Mvk	ENSMUSG00000041939
Gm26980	ENSMUSG00000098043
Hepacam	ENSMUSG00000046240
Ap2b1	ENSMUSG00000035152
Krt16	ENSMUSG00000053797
Gm14222	ENSMUSG00000078955
BC017158	ENSMUSG00000030780
Vmn1r178	ENSMUSG00000062598
Gm14221	ENSMUSG00000078956
Gm8220	ENSMUSG00000091725
Vmn1r179	ENSMUSG00000046924
Gm28772	ENSMUSG00000101435
Uhrf2	ENSMUSG00000024817
Gm3077	ENSMUSG00000091146
4930512H18Rik	ENSMUSG00000086866
Gm10175	ENSMUSG00000066724
Gm14836	ENSMUSG00000080898
Ighv1-41	ENSMUSG00000102535
Gm21779	ENSMUSG00000101594
Fndc7	ENSMUSG00000045326
Gale	ENSMUSG00000028671
Gm13050	ENSMUSG00000082575
Gm3676	ENSMUSG00000079269
Gm8224	ENSMUSG00000091707
Gm28908	ENSMUSG00000100778
Gm13340	ENSMUSG00000083563
Gm15244	ENSMUSG00000082449
Gm13341	ENSMUSG00000083863
Ighv1-42	ENSMUSG00000094652
Gm15242	ENSMUSG00000083945
